path,sha256,size_bytes,mtime_iso,type,category,source_id
AUTO_MERGE_REPORT.md,1c9666c75b61e0bc25bf58a8ab349e278b579ac3f2f4884bb2aaa0b8647c97a7,7060,2025-08-16T19:51:18,md,,AUTO_MERGE_REPORT
Backups/AUTO-20250816-080534Z/DIPLOMAGIC_GDD_Combined.md,03f5c7fdae8b7f7fd3b481d7ad98611742877349ebf858d725ecb43b845fa57c,99006,2025-08-16T05:18:18,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-080534Z/SEC-01-FRONT - Front Matter & Executive Summary.md,2b431877b2d840eae724f2bef2aad02a0a8f8488f608b1a3ed526fc820fb0e6f,10546,2025-08-16T05:18:18,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-080534Z/SEC-02-PILLARS - Pillars & Audience.md,9ad05c97d38a3a22e6cd4c4a7b04a7bf2581eddb6ab98c9d05fdd7f585fed1dc,7246,2025-08-16T05:18:18,md,,SEC-02-PILLARS - Pillars & Audience
Backups/AUTO-20250816-080534Z/SEC-03-NARRATIVE - Narrative.md,2c1ef62e6fdc9e2f5bf6fbe1e3e9dd72b1758aa46d9833058f6d58b2078d8a38,3312,2025-08-16T05:18:18,md,narrative,SEC-03-NARRATIVE - Narrative
Backups/AUTO-20250816-080534Z/SEC-03_3.2_Chapter_List_REPLACE.md,784c9dc9d53036afbc69803b912a30bb95bceed5a8c9c4f3a9bc572d7e7b11b0,934,2025-08-16T05:18:18,md,,SEC-03_3.2_Chapter_List_REPLACE
Backups/AUTO-20250816-080534Z/SEC-04-LOOPS - Core Gameplay Loops.md,1bc661b0a7ea0b4ec39cbd13188b4146eab63b4b540d6f4b03292a112fe0254e,5217,2025-08-16T05:18:18,md,,SEC-04-LOOPS - Core Gameplay Loops
Backups/AUTO-20250816-080534Z/SEC-05-SYSTEMS - Systems & Mechanics.md,f08d7e9fa38f2d2e2567c5d0cbb567320396a55124fd5d4f169693576a78416b,7939,2025-08-16T05:18:18,md,systems,SEC-05-SYSTEMS - Systems & Mechanics
"Backups/AUTO-20250816-080534Z/SEC-06-WORLD - World, Levels, & Content.md",0955853a1362f61337847a40d67a8da30b1766c5b5d56dbc368a7ee3867e9c3d,5304,2025-08-16T05:18:18,md,code,"SEC-06-WORLD - World, Levels, & Content"
"Backups/AUTO-20250816-080534Z/SEC-07-UI - UI-UX (Devices, HUD, Menus).md",6c8af5f620cb90510d9dbb65d79489af2c748ab8ccfdf340ab9a15ff1dcd4644,9817,2025-08-16T05:18:18,md,art,"SEC-07-UI - UI-UX (Devices, HUD, Menus)"
Backups/AUTO-20250816-080534Z/SEC-08-ARTAUDIO - Art Direction & Audio.md,ab85b1733e0b6cdb29b04efc507f19a8f121bb44a3ea6f1950a5561ff6c9a9a3,10324,2025-08-16T05:18:18,md,art,SEC-08-ARTAUDIO - Art Direction & Audio
Backups/AUTO-20250816-080534Z/SEC-09-TECH - Technology & Performance Targets.md,ae7ea96f592619936e7127f340d420f15aefe2ffdc02f22adc478ef7506d8fb1,6879,2025-08-16T05:18:18,md,,SEC-09-TECH - Technology & Performance Targets
Backups/AUTO-20250816-080534Z/SEC-10-PRODUCTION - Production Plan & Milestones.md,042b8d9d8cfda842d7249ce5889558e369cd0ffd7b8783fdcc37adf38a515fe7,6493,2025-08-16T05:18:18,md,,SEC-10-PRODUCTION - Production Plan & Milestones
"Backups/AUTO-20250816-080534Z/SEC-11-QA - QA, Localization, Accessibility.md",89175e7ce8dbeeca7dc7b2eab19a90fbc6676776811d5a6cf54e2d8e5ed9164f,5398,2025-08-16T05:18:18,md,,"SEC-11-QA - QA, Localization, Accessibility"
"Backups/AUTO-20250816-080534Z/SEC-12-RISKS - Risks, Legal, Ratings.md",d30a1ec19589eeba7c8845c10eabf5a59b70e84500be2e8277ab607031c830a6,5881,2025-08-16T05:18:18,md,admin,"SEC-12-RISKS - Risks, Legal, Ratings"
Backups/AUTO-20250816-080534Z/SEC-13-APPENDICES - Appendices.md,4c84e0d86a3414a0e4d9b0b5c9e654a81a0e80aeda2154fa2be1965914e92499,5391,2025-08-16T05:18:18,md,,SEC-13-APPENDICES - Appendices
Backups/AUTO-20250816-080534Z/SEC-14-QA - Quality Assurance Test Plan.md,a9559328dfe3dd57abc6224956d1475d6c1502e7359851b2f56143bffd664c87,5846,2025-08-16T05:18:18,md,,SEC-14-QA - Quality Assurance Test Plan
Backups/AUTO-20250816-085119Z/DIPLOMAGIC_GDD_Combined.md,d642e0be6515c0d493b8d31c81a376c97486446ce9709341fb348b010931026f,187974,2025-08-16T05:49:28,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-085119Z/SEC-01-FRONT - Front Matter & Executive Summary.md,8edf04d3bf322463f984e543bb095b8016c753926cf838375ce91c86fb830196,12312,2025-08-16T05:49:28,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-085119Z/SEC-02-PILLARS - Pillars & Audience.md,b7a78aa97080ffa087878d09c4ae3fc23c2ba0773d32ef01cd9500b4aebc47d3,9501,2025-08-16T05:49:28,md,,SEC-02-PILLARS - Pillars & Audience
Backups/AUTO-20250816-085119Z/SEC-03-NARRATIVE - Narrative.md,0923734a7de5d8a1f591477fb486e1ad7d97e248bf65353b1cc32b56eaf63986,31841,2025-08-16T05:49:28,md,narrative,SEC-03-NARRATIVE - Narrative
Backups/AUTO-20250816-085119Z/SEC-03_3.2_Chapter_List_REPLACE.md,784c9dc9d53036afbc69803b912a30bb95bceed5a8c9c4f3a9bc572d7e7b11b0,934,2025-08-16T05:49:28,md,,SEC-03_3.2_Chapter_List_REPLACE
Backups/AUTO-20250816-085119Z/SEC-04-LOOPS - Core Gameplay Loops.md,ecfe95dc272740cfc40aaa719fcab338dfe7dc0d4f45e12ba9ecb55bbfdc37ee,7443,2025-08-16T05:49:28,md,,SEC-04-LOOPS - Core Gameplay Loops
Backups/AUTO-20250816-085119Z/SEC-05-SYSTEMS - Systems & Mechanics.md,d543b409fd090a40021d7ab607fa6c7a9f9b162eb7ffcdf36dc1c7fb74a6eeba,38658,2025-08-16T05:49:28,md,systems,SEC-05-SYSTEMS - Systems & Mechanics
"Backups/AUTO-20250816-085119Z/SEC-06-WORLD - World, Levels, & Content.md",954074af627bba72f29ca1f1f2eefe42c22168d871e1798974511b99c6a019d5,21549,2025-08-16T05:49:28,md,code,"SEC-06-WORLD - World, Levels, & Content"
"Backups/AUTO-20250816-085119Z/SEC-07-UI - UI-UX (Devices, HUD, Menus).md",08e727b6b9933c830d0c85e744ca525a929aa99fdd135fe5d38c4b04a3be6581,16537,2025-08-16T05:49:28,md,art,"SEC-07-UI - UI-UX (Devices, HUD, Menus)"
Backups/AUTO-20250816-085119Z/SEC-08-ARTAUDIO - Art Direction & Audio.md,473988cade4e54e8b83426082c662d7e1fbc24d7a8e5366c818b5bbf8da2b6c8,11961,2025-08-16T05:49:28,md,art,SEC-08-ARTAUDIO - Art Direction & Audio
Backups/AUTO-20250816-085119Z/SEC-09-TECH - Technology & Performance Targets.md,171ec005b12ec59e66db0abc33205397cfaa86922ecd8b5cf5adb73c2c95fc37,8153,2025-08-16T05:49:28,md,,SEC-09-TECH - Technology & Performance Targets
Backups/AUTO-20250816-085119Z/SEC-10-PRODUCTION - Production Plan & Milestones.md,042b8d9d8cfda842d7249ce5889558e369cd0ffd7b8783fdcc37adf38a515fe7,6493,2025-08-16T05:49:28,md,,SEC-10-PRODUCTION - Production Plan & Milestones
"Backups/AUTO-20250816-085119Z/SEC-11-QA - QA, Localization, Accessibility.md",89175e7ce8dbeeca7dc7b2eab19a90fbc6676776811d5a6cf54e2d8e5ed9164f,5398,2025-08-16T05:49:28,md,,"SEC-11-QA - QA, Localization, Accessibility"
"Backups/AUTO-20250816-085119Z/SEC-12-RISKS - Risks, Legal, Ratings.md",d30a1ec19589eeba7c8845c10eabf5a59b70e84500be2e8277ab607031c830a6,5881,2025-08-16T05:49:28,md,admin,"SEC-12-RISKS - Risks, Legal, Ratings"
Backups/AUTO-20250816-085119Z/SEC-13-APPENDICES - Appendices.md,4c84e0d86a3414a0e4d9b0b5c9e654a81a0e80aeda2154fa2be1965914e92499,5391,2025-08-16T05:49:28,md,,SEC-13-APPENDICES - Appendices
Backups/AUTO-20250816-085119Z/SEC-14-QA - Quality Assurance Test Plan.md,a9559328dfe3dd57abc6224956d1475d6c1502e7359851b2f56143bffd664c87,5846,2025-08-16T05:49:28,md,,SEC-14-QA - Quality Assurance Test Plan
Backups/AUTO-20250816-102334Z/DIPLOMAGIC_GDD_Combined.md,044ab9e9628e597b632b153c442df800e84b80bcfdf37d82952dac39f21c9fba,279516,2025-08-16T08:07:38,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-102334Z/SEC-01-FRONT - Front Matter & Executive Summary.md,bed44bbb6e5cac7d6692d43708f8c2263395c538046c4deca35b06ccce993770,14078,2025-08-16T08:07:38,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-102334Z/SEC-02-PILLARS - Pillars & Audience.md,87c8433993651a0995357255d55ee3346213ad4a31eec355d8d614a5971db71d,11756,2025-08-16T08:07:38,md,,SEC-02-PILLARS - Pillars & Audience
Backups/AUTO-20250816-102334Z/SEC-03-NARRATIVE - Narrative.md,2c190a4c2ef51b35c5ed3a129f824882ed10789f09597c71377b5a61b8b9cdfb,60547,2025-08-16T08:07:38,md,narrative,SEC-03-NARRATIVE - Narrative
Backups/AUTO-20250816-102334Z/SEC-03_3.2_Chapter_List_REPLACE.md,784c9dc9d53036afbc69803b912a30bb95bceed5a8c9c4f3a9bc572d7e7b11b0,934,2025-08-16T08:07:38,md,,SEC-03_3.2_Chapter_List_REPLACE
Backups/AUTO-20250816-102334Z/SEC-04-LOOPS - Core Gameplay Loops.md,273467392c0cbcc0f6b321cd420106fdf6868d3f49eabc77545b9117f55a1b7c,9669,2025-08-16T08:07:38,md,,SEC-04-LOOPS - Core Gameplay Loops
Backups/AUTO-20250816-102334Z/SEC-05-SYSTEMS - Systems & Mechanics.md,84b37706341e7aa3070bd227ee8f36306abf025e8e33977b4f0b9a45c3fdc3ff,69375,2025-08-16T08:07:38,md,systems,SEC-05-SYSTEMS - Systems & Mechanics
"Backups/AUTO-20250816-102334Z/SEC-06-WORLD - World, Levels, & Content.md",04eca86128bdf5cead8538a357097ae45eb5343ecc2d2df8ff258e75b18601ee,37792,2025-08-16T08:07:38,md,code,"SEC-06-WORLD - World, Levels, & Content"
"Backups/AUTO-20250816-102334Z/SEC-07-UI - UI-UX (Devices, HUD, Menus).md",504813d0dfc0770708bf29a97f4cf0aae019d41b94f3e50133585de8f6049ac3,23255,2025-08-16T08:07:38,md,art,"SEC-07-UI - UI-UX (Devices, HUD, Menus)"
Backups/AUTO-20250816-102334Z/SEC-08-ARTAUDIO - Art Direction & Audio.md,aa1428bc7340505eeed93984c020a35ddfec8bc73d506453f304573eb608cfa0,13598,2025-08-16T08:07:38,md,art,SEC-08-ARTAUDIO - Art Direction & Audio
Backups/AUTO-20250816-102334Z/SEC-09-TECH - Technology & Performance Targets.md,5809233382822f92d46dc8db18f6384351b17640c9012e5f2508d79ef5da0bc7,9427,2025-08-16T08:07:38,md,,SEC-09-TECH - Technology & Performance Targets
Backups/AUTO-20250816-102334Z/SEC-10-PRODUCTION - Production Plan & Milestones.md,042b8d9d8cfda842d7249ce5889558e369cd0ffd7b8783fdcc37adf38a515fe7,6493,2025-08-16T08:07:38,md,,SEC-10-PRODUCTION - Production Plan & Milestones
"Backups/AUTO-20250816-102334Z/SEC-11-QA - QA, Localization, Accessibility.md",89175e7ce8dbeeca7dc7b2eab19a90fbc6676776811d5a6cf54e2d8e5ed9164f,5398,2025-08-16T08:07:38,md,,"SEC-11-QA - QA, Localization, Accessibility"
"Backups/AUTO-20250816-102334Z/SEC-12-RISKS - Risks, Legal, Ratings.md",d30a1ec19589eeba7c8845c10eabf5a59b70e84500be2e8277ab607031c830a6,5881,2025-08-16T08:07:38,md,admin,"SEC-12-RISKS - Risks, Legal, Ratings"
Backups/AUTO-20250816-102334Z/SEC-13-APPENDICES - Appendices.md,4c84e0d86a3414a0e4d9b0b5c9e654a81a0e80aeda2154fa2be1965914e92499,5391,2025-08-16T08:07:38,md,,SEC-13-APPENDICES - Appendices
Backups/AUTO-20250816-102334Z/SEC-14-QA - Quality Assurance Test Plan.md,a9559328dfe3dd57abc6224956d1475d6c1502e7359851b2f56143bffd664c87,5846,2025-08-16T08:07:38,md,,SEC-14-QA - Quality Assurance Test Plan
Backups/AUTO-20250816-122003Z/DIPLOMAGIC_GDD_Combined.md,fda6fa3656f78376fcadcda7b436bb5adcf9b0349cb2720a8e7178f8c755024e,372012,2025-08-16T09:15:32,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-122003Z/SEC-01-FRONT - Front Matter & Executive Summary.md,c5766946efbea77c9877adc3541d63fd590cff02e121609994e52411797f073d,15844,2025-08-16T09:15:32,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-122003Z/SEC-02-PILLARS - Pillars & Audience.md,ad6ecf10670e6d061002fa1be3ac203d09259a841fa49126f6637f004b230b21,14011,2025-08-16T09:15:32,md,,SEC-02-PILLARS - Pillars & Audience
Backups/AUTO-20250816-122003Z/SEC-03-NARRATIVE - Narrative.md,da78f6f97d7aaa05c9e9e08a9ea30c32419bf0cb7f8d776b69c01af833995771,89253,2025-08-16T09:15:32,md,narrative,SEC-03-NARRATIVE - Narrative
Backups/AUTO-20250816-122003Z/SEC-03_3.2_Chapter_List_REPLACE.md,784c9dc9d53036afbc69803b912a30bb95bceed5a8c9c4f3a9bc572d7e7b11b0,934,2025-08-16T09:15:32,md,,SEC-03_3.2_Chapter_List_REPLACE
Backups/AUTO-20250816-122003Z/SEC-04-LOOPS - Core Gameplay Loops.md,849828e6352176db7dfb7b5e81b7ee72e5fea3843452c7ebaa8a369d77d56661,11895,2025-08-16T09:15:32,md,,SEC-04-LOOPS - Core Gameplay Loops
Backups/AUTO-20250816-122003Z/SEC-05-SYSTEMS - Systems & Mechanics.md,e39121f5ffd3bbc82b40bf9e6bbe68703b71a01eea3ef25552fdbc86a24aff13,100092,2025-08-16T09:15:32,md,systems,SEC-05-SYSTEMS - Systems & Mechanics
"Backups/AUTO-20250816-122003Z/SEC-06-WORLD - World, Levels, & Content.md",2cbecb27679c77333f8a81bb7678b2fd9ed16c5402e8d9a5cc8fca0039b3e285,54989,2025-08-16T09:15:32,md,code,"SEC-06-WORLD - World, Levels, & Content"
"Backups/AUTO-20250816-122003Z/SEC-07-UI - UI-UX (Devices, HUD, Menus).md",9eb14b8a3310838156a893759ee2577eeb400a062e2759fb12f58c7febd5a9dd,29973,2025-08-16T09:15:32,md,art,"SEC-07-UI - UI-UX (Devices, HUD, Menus)"
Backups/AUTO-20250816-122003Z/SEC-08-ARTAUDIO - Art Direction & Audio.md,6ea203d7e61ae255a2c574f97159197cdc0d537fb8cd160340dab93f17369165,15235,2025-08-16T09:15:32,md,art,SEC-08-ARTAUDIO - Art Direction & Audio
Backups/AUTO-20250816-122003Z/SEC-09-TECH - Technology & Performance Targets.md,9c133ca16f977a4d120f01a4d8f8ce6187c81db1a3abe38f25816eb4fc18cf83,10701,2025-08-16T09:15:32,md,,SEC-09-TECH - Technology & Performance Targets
Backups/AUTO-20250816-122003Z/SEC-10-PRODUCTION - Production Plan & Milestones.md,042b8d9d8cfda842d7249ce5889558e369cd0ffd7b8783fdcc37adf38a515fe7,6493,2025-08-16T09:15:32,md,,SEC-10-PRODUCTION - Production Plan & Milestones
"Backups/AUTO-20250816-122003Z/SEC-11-QA - QA, Localization, Accessibility.md",89175e7ce8dbeeca7dc7b2eab19a90fbc6676776811d5a6cf54e2d8e5ed9164f,5398,2025-08-16T09:15:32,md,,"SEC-11-QA - QA, Localization, Accessibility"
"Backups/AUTO-20250816-122003Z/SEC-12-RISKS - Risks, Legal, Ratings.md",d30a1ec19589eeba7c8845c10eabf5a59b70e84500be2e8277ab607031c830a6,5881,2025-08-16T09:15:32,md,admin,"SEC-12-RISKS - Risks, Legal, Ratings"
Backups/AUTO-20250816-122003Z/SEC-13-APPENDICES - Appendices.md,4c84e0d86a3414a0e4d9b0b5c9e654a81a0e80aeda2154fa2be1965914e92499,5391,2025-08-16T09:15:32,md,,SEC-13-APPENDICES - Appendices
Backups/AUTO-20250816-122003Z/SEC-14-QA - Quality Assurance Test Plan.md,a9559328dfe3dd57abc6224956d1475d6c1502e7359851b2f56143bffd664c87,5846,2025-08-16T09:15:32,md,,SEC-14-QA - Quality Assurance Test Plan
Backups/AUTO-20250816-123609Z/DIPLOMAGIC_GDD_Combined.md,f8ad2aac29c02cdac7c10440f914aaf66f51ec65d6e8c7dc2b5d639ffdfe65bc,464508,2025-08-16T09:15:32,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-123609Z/SEC-01-FRONT - Front Matter & Executive Summary.md,ad906b6b45462c5f9e8bcfb5deffcf45484a23d5395a689b34aedc5c52fbdd25,17610,2025-08-16T09:15:32,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-123609Z/SEC-02-PILLARS - Pillars & Audience.md,21a9c6e9fd6a49b77a72ca8814d3c05c7f8ff8a11363c5f6e0a51793a4eab066,16266,2025-08-16T09:15:32,md,,SEC-02-PILLARS - Pillars & Audience
Backups/AUTO-20250816-123609Z/SEC-03-NARRATIVE - Narrative.md,5211b2a15a8a937c6099ea2c2eca0fc6698b071c3ac4c2d129a3fb3049b812be,117959,2025-08-16T09:15:32,md,narrative,SEC-03-NARRATIVE - Narrative
Backups/AUTO-20250816-123609Z/SEC-03_3.2_Chapter_List_REPLACE.md,784c9dc9d53036afbc69803b912a30bb95bceed5a8c9c4f3a9bc572d7e7b11b0,934,2025-08-16T09:15:32,md,,SEC-03_3.2_Chapter_List_REPLACE
Backups/AUTO-20250816-123609Z/SEC-04-LOOPS - Core Gameplay Loops.md,d1301f560e997046e0722d1b1b8d8cca5e6d92273220daa0474523c209a8cc68,14121,2025-08-16T09:15:32,md,,SEC-04-LOOPS - Core Gameplay Loops
Backups/AUTO-20250816-123609Z/SEC-05-SYSTEMS - Systems & Mechanics.md,4bb897d9c01dca1ff2535bd71cf7db443e869c1d312b354b30be7e9c7b8c517a,130809,2025-08-16T09:15:32,md,systems,SEC-05-SYSTEMS - Systems & Mechanics
"Backups/AUTO-20250816-123609Z/SEC-06-WORLD - World, Levels, & Content.md",aadc385932b15ed877c1dafac54f039efd09634acd9f51f80fcdb2c4177b9334,72186,2025-08-16T09:15:32,md,code,"SEC-06-WORLD - World, Levels, & Content"
"Backups/AUTO-20250816-123609Z/SEC-07-UI - UI-UX (Devices, HUD, Menus).md",c4a49b18b357031c6ae297c98e49a72e7e9002dc66d6e9d4946906bce173a913,36691,2025-08-16T09:15:32,md,art,"SEC-07-UI - UI-UX (Devices, HUD, Menus)"
Backups/AUTO-20250816-123609Z/SEC-08-ARTAUDIO - Art Direction & Audio.md,8e15a5d2646de9375de54ea8ed0ee7f7f4d33c52252c4679234a825481304cb7,16872,2025-08-16T09:15:32,md,art,SEC-08-ARTAUDIO - Art Direction & Audio
Backups/AUTO-20250816-123609Z/SEC-09-TECH - Technology & Performance Targets.md,7e0c0099ba228cefe6fc459e0b276f51b16ffab2190b6efede8ed20fabfbbe4e,11975,2025-08-16T09:15:32,md,,SEC-09-TECH - Technology & Performance Targets
Backups/AUTO-20250816-123609Z/SEC-10-PRODUCTION - Production Plan & Milestones.md,042b8d9d8cfda842d7249ce5889558e369cd0ffd7b8783fdcc37adf38a515fe7,6493,2025-08-16T09:15:32,md,,SEC-10-PRODUCTION - Production Plan & Milestones
"Backups/AUTO-20250816-123609Z/SEC-11-QA - QA, Localization, Accessibility.md",89175e7ce8dbeeca7dc7b2eab19a90fbc6676776811d5a6cf54e2d8e5ed9164f,5398,2025-08-16T09:15:32,md,,"SEC-11-QA - QA, Localization, Accessibility"
"Backups/AUTO-20250816-123609Z/SEC-12-RISKS - Risks, Legal, Ratings.md",d30a1ec19589eeba7c8845c10eabf5a59b70e84500be2e8277ab607031c830a6,5881,2025-08-16T09:15:32,md,admin,"SEC-12-RISKS - Risks, Legal, Ratings"
Backups/AUTO-20250816-123609Z/SEC-13-APPENDICES - Appendices.md,4c84e0d86a3414a0e4d9b0b5c9e654a81a0e80aeda2154fa2be1965914e92499,5391,2025-08-16T09:15:32,md,,SEC-13-APPENDICES - Appendices
Backups/AUTO-20250816-123609Z/SEC-14-QA - Quality Assurance Test Plan.md,a9559328dfe3dd57abc6224956d1475d6c1502e7359851b2f56143bffd664c87,5846,2025-08-16T09:15:32,md,,SEC-14-QA - Quality Assurance Test Plan
Backups/AUTO-20250816-125900Z/DIPLOMAGIC_GDD_Combined.md,b6927d6f943c22821346350b7cf9aec4d4acf1f09ea8cb28289099da5785d315,557004,2025-08-16T09:15:34,md,,DIPLOMAGIC_GDD_Combined
Backups/AUTO-20250816-125900Z/SEC-01-FRONT - Front Matter & Executive Summary.md,01b5e92eb7c752c6b1254524e0e1155d29162d8f3ccff31e9685fe9bec066508,19376,2025-08-16T09:15:34,md,,SEC-01-FRONT - Front Matter & Executive Summary
Backups/AUTO-20250816-125900Z/SEC-02-PILLARS - Pillars & Audience.md,ae394af7187acdc2fc16a6c47f782a671c5cb4fe4529af7b2a2683a414c89651,18521,2025-08-16T09:15:34,md,,SEC-02-PILLARS - Pillars & Audience
